Processor(_Total) DPC Rate,Processor(_Total) pct_ Idle Time,Processor(_Total) pct_ C3 Time,Processor(_Total) pct_ Interrupt Time,Processor(_Total) pct_ C2 Time,Processor(_Total) pct_ User Time,Processor(_Total) pct_ C1 Time,Processor(_Total) pct_ Processor Time,Processor(_Total) C1 Transitions sec,Processor(_Total) pct_ DPC Time,Processor(_Total) C2 Transitions sec,Processor(_Total) pct_ Privileged Time,Processor(_Total) C3 Transitions sec,Processor(_Total) DPCs Queued sec,Processor(_Total) Interrupts sec,Process(_Total) Pool Paged Bytes,Process(_Total) IO Read Operations sec,Process(_Total) Working Set - Private,Process(_Total) Working Set Peak,Process(_Total) IO Write Operations sec,Process(_Total) Page File Bytes,Process(_Total) pct_ User Time,Process(_Total) Virtual Bytes Peak,Process(_Total) Page File Bytes Peak,Process(_Total) IO Other Bytes sec,Process(_Total) Private Bytes,Process(_Total) IO Write Bytes sec,Process(_Total) Elapsed Time,Process(_Total) Virtual Bytes,Process(_Total) pct_ Processor Time,Process(_Total) Creating Process ID,Process(_Total) Pool Nonpaged Bytes,Process(_Total) Working Set,Process(_Total) Page Faults sec,Process(_Total) ID Process,Process(_Total) IO Other Operations sec,Process(_Total) IO Data Operations sec,Process(_Total) Thread Count,Process(_Total) pct_ Privileged Time,Process(_Total) IO Data Bytes sec,Process(_Total) IO Read Bytes sec,Process(_Total) Priority Base,Process(_Total) Handle Count,Network_I(6TO4 Adapter) Packets Received Unknown,Network_I(isatap{B4D100D3-}) Packets Received Unknown,Network_I(Intel R _Pro_1000MT) Packets Received Unknown,Network_I(6TO4 Adapter) Bytes Received sec,Network_I(isatap{B4D100D3-}) Bytes Received sec,Network_I(Intel R _Pro_1000MT) Bytes Received sec,Network_I(6TO4 Adapter) Bytes Sent sec,Network_I(isatap{B4D100D3-}) Bytes Sent sec,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,Network_I(6TO4 Adapter) Packets Outbound Errors,Network_I(isatap{B4D100D3-}) Packets Outbound Errors,Network_I(Intel R _Pro_1000MT) Packets Outbound Errors,Network_I(6TO4 Adapter) Packets Received Discarded,Network_I(isatap{B4D100D3-}) Packets Received Discarded,Network_I(Intel R _Pro_1000MT) Packets Received Discarded,Network_I(6TO4 Adapter) Bytes Total sec,Network_I(isatap{B4D100D3-}) Bytes Total sec,Network_I(Intel R _Pro_1000MT) Bytes Total sec,Network_I(6TO4 Adapter) Packets Outbound Discarded,Network_I(isatap{B4D100D3-}) Packets Outbound Discarded,Network_I(Intel R _Pro_1000MT) Packets Outbound Discarded,Network_I(6TO4 Adapter) Packets Sent Unicast sec,Network_I(isatap{B4D100D3-}) Packets Sent Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Sent Unicast sec,Network_I(6TO4 Adapter) Output Queue Length,Network_I(isatap{B4D100D3-}) Output Queue Length,Network_I(Intel R _Pro_1000MT) Output Queue Length,Network_I(6TO4 Adapter) Packets Received sec,Network_I(isatap{B4D100D3-}) Packets Received sec,Network_I(Intel R _Pro_1000MT) Packets Received sec,Network_I(6TO4 Adapter) Current Bandwidth,Network_I(isatap{B4D100D3-}) Current Bandwidth,Network_I(Intel R _Pro_1000MT) Current Bandwidth,Network_I(6TO4 Adapter) Packets sec,Network_I(isatap{B4D100D3-}) Packets sec,Network_I(Intel R _Pro_1000MT) Packets sec,Network_I(6TO4 Adapter) Packets Sent sec,Network_I(isatap{B4D100D3-}) Packets Sent sec,Network_I(Intel R _Pro_1000MT) Packets Sent sec,Network_I(6TO4 Adapter) Packets Received Unicast sec,Network_I(isatap{B4D100D3-}) Packets Received Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Received Unicast sec,Network_I(6TO4 Adapter) Packets Sent Non-Unicast sec,Network_I(isatap{B4D100D3-}) Packets Sent Non-Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Sent Non-Unicast sec,Network_I(6TO4 Adapter) Packets Received Non-Unicast sec,Network_I(isatap{B4D100D3-}) Packets Received Non-Unicast sec,Network_I(Intel R _Pro_1000MT) Packets Received Non-Unicast sec,Network_I(6TO4 Adapter) Offloaded Connections,Network_I(isatap{B4D100D3-}) Offloaded Connections,Network_I(Intel R _Pro_1000MT) Offloaded Connections,Network_I(6TO4 Adapter) Packets Received Errors,Network_I(isatap{B4D100D3-}) Packets Received Errors,Network_I(Intel R _Pro_1000MT) Packets Received Errors,Memory Pool Paged Bytes,Memory Free & Zero Page List Bytes,Memory Cache Bytes Peak,Memory System Code Resident Bytes,Memory Available Bytes,Memory Commit Limit,Memory Transition Pages RePurposed sec,Memory Pages Output sec,Memory Page Reads sec,Memory Demand Zero Faults sec,Memory Available KBytes,Memory Pages sec,Memory Cache Bytes,Memory Pool Nonpaged Bytes,Memory Page Faults sec,Memory Transition Faults sec,Memory System Cache Resident Bytes,Memory Standby Cache Reserve Bytes,Memory Page Writes sec,Memory System Code Total Bytes,Memory Standby Cache Core Bytes,Memory System Driver Resident Bytes,Memory Standby Cache Normal Priority Bytes,Memory Pool Paged Allocs,Memory Pool Nonpaged Allocs,Memory pct_ Committed Bytes In Use,Memory Free System Page Table Entries,Memory Available MBytes,Memory Modified Page List Bytes,Memory Cache Faults sec,Memory Committed Bytes,Memory System Driver Total Bytes,Memory Pages Input sec,Memory Pool Paged Resident Bytes,Memory Write Copies sec,label,type
85,63.64583333,0,0,0,5.625,60,36.35416667,3665.087243,0,0,30.72916667,0,3856.428611,5339.757568,7963824,22.80095749,692989952,2063912960,28.40119266,1908359168,5.625,7998124032,2250215424,8450.821545,1908359168,20180.38077,0,6849327104,100,0,1043496,750014464,4698.930657,0,379.8159497,51.20215015,559,94.375,39854.94031,19674.55953,0,14199,0,0,0,0,0,3482.346235,0,0,164.0735567,0,0,0,0,0,0,0,0,3646.419792,0,0,0,0,0,2.333431322,0,0,0,0,0,5.600235173,100000,100000,1000000000,0,0,7.933666494,0,0,2.333431322,0,0,5.600235173,0,0,0,0,0,0,0,0,0,0,0,0,98234368,0,80883712,827392,65056768,2517131264,6504.606483,5551.766471,2915.522433,556.2900271,63532,13276.95754,417792,56733696,4878.871547,1407.125757,417792,0,1149.714947,7155712,46039040,1249280,19017728,64584,55434,90.17336714,33563833,62,45056,0.666694663,2269782016,5849088,7725.191073,11255808,0,0,normal
0,90.41666667,0,0,0,8.802083333,86.66666667,9.583333333,418.4684772,0,0,0.78125,0,82.06702174,285.9345705,10131744,12.80005538,2474446848,3863564288,8.266702434,3637886976,17.60416667,10918658048,4001751040,16780.33927,3637886976,14884.99774,0,9663700992,199.7916667,0,1523296,2592247808,2658.078167,0,883.4038222,21.06675782,633,182.1875,28529.85677,13644.85904,0,16567,0,0,0,0,0,2848.27899,0,0,395.7350455,0,0,0,0,0,0,0,0,3244.014036,0,0,0,0,0,6.533361601,0,0,0,0,0,8.666704165,100000,100000,1000000000,0,0,15.20006577,0,0,6.533361601,0,0,8.666704165,0,0,0,0,0,0,0,0,0,0,0,0,99192832,100294656,139370496,24576,191557632,6070345728,280.2012123,0,68.40029595,2610.477961,187068,199.4008627,1671168,70504448,2837.478943,154.6673359,1671168,49152,0,4370432,65568768,2256896,25907200,62698,65620,67.62630413,33556544,182,208896,7.866700703,4105150464,5849088,199.4008627,21094400,11.60005019,1,backdoor
50,71.66666667,0,0.3125,0,1.770833333,66.66666667,28.33333333,3446.674111,0.104166667,0,26.5625,0,3484.34086,4802.27704,7444632,122.0669303,747622400,1965223936,121.6002627,2023088128,1.770833333,7474454528,2351046656,2015.604354,2023088128,26825.25794,0,6457786368,99.58333333,0,1045500,802619392,6041.146382,0,88.53352457,243.667193,544,97.8125,56872.65618,30047.39824,0,13351,0,0,0,0,0,2736.20591,0,0,165.6003577,0,0,0,0,0,0,0,0,2901.806268,0,0,0,0,0,3.066673291,0,0,0,0,0,4.400009504,100000,100000,1000000000,0,0,7.466682795,0,0,3.066673291,0,0,4.400009504,0,0,0,0,0,0,0,0,0,0,0,0,92524544,0,61227008,737280,53161984,2650267648,6802.081359,5207.477915,3007.606496,923.4686614,51916,13152.36174,491520,52576256,6228.146786,2298.071631,491520,0,523.5344642,7155712,30785536,1036288,22376448,61090,52540,89.47310668,33561441,50,36864,1.533336645,2371276800,5849088,7944.883828,11726848,0,0,normal
42,74.6875,0,0.208333333,0,0.729166667,73.33333333,25.3125,2201.515677,0.104166667,0,24.58333333,0,2105.916444,3517.838454,7912808,129.3989622,778211328,2008670208,128.8656332,2276925440,0.729166667,7993069568,2604646400,17024.3968,2276925440,32127.27567,0,6967545856,99.6875,0,1105752,832454656,2629.045582,0,849.0598572,258.2645954,559,98.95833333,59334.19081,27206.91513,0,13633,0,0,0,0,0,153.8654327,0,0,93.86591386,0,0,0,0,0,0,0,0,247.7313465,0,0,0,0,0,1.33332264,0,0,0,0,0,1.733319432,100000,100000,1000000000,0,0,3.066642072,0,0,1.33332264,0,0,1.733319432,0,0,0,0,0,0,0,0,0,0,0,0,92770304,0,61227008,1466368,26767360,2901925888,6524.614339,3209.974256,1610.12042,512.7292212,26140,11022.3116,552960,52846592,2787.577644,665.1946651,552960,0,708.5943171,7155712,512000,1507328,26255360,58978,51872,90.69851146,33562140,25,36864,0.799993584,2632003584,5849088,7812.337345,14372864,0,0,normal
15,77.70833333,0,0.3125,0,0.833333333,80,22.29166667,2157.598562,0,0,21.45833333,0,1968.332021,3262.997825,7907808,128.1332479,778874880,2011881472,128.2665812,2183831552,0.833333333,7993139200,2605563904,9158.327228,2183831552,28286.51448,0,6886248448,99.6875,0,1335672,835473408,3255.797829,0,417.2663885,256.3998291,557,98.85416667,55404.4964,27117.98192,0,13601,0,0,0,0,0,152.0665653,0,0,100.5332663,0,0,0,0,0,0,0,0,252.5998316,0,0,0,0,0,1.466665689,0,0,0,0,0,2.066665289,100000,100000,1000000000,0,0,3.533330978,0,0,1.466665689,0,0,2.066665289,0,0,0,0,0,0,0,0,0,0,0,0,91058176,0,61227008,733184,27299840,2901925888,7543.861637,3592.664272,1554.932297,463.3996911,26660,12734.79151,417792,53018624,3378.531081,1360.865759,417792,0,455.0663633,7155712,532480,1667072,26767360,58839,51694,87.41301776,33562140,26,65536,0.533332978,2536660992,5849088,9142.127239,10575872,0,0,normal
0,92.44791667,0,0,0,6.5625,93.33333333,7.552083333,265.5990385,0,0,0.989583333,0,19.9999276,234.9991493,10212432,11.33329231,1578872832,2645176320,7.466639637,2113634304,13.02083333,9373794304,2407505920,26723.2366,2113634304,15579.9436,0,8174313472,199.8958333,0,1354968,1909460992,739.6639891,0,1278.06204,18.79993194,635,186.875,29080.29473,13500.35113,0,16585,0,0,0,0,0,2962.455943,0,0,405.4651989,0,0,0,0,0,0,0,0,3367.921141,0,0,0,0,0,6.733308959,0,0,0,0,0,9.9999638,100000,100000,1000000000,0,0,16.73327276,0,0,6.733308959,0,0,9.9999638,0,0,0,0,0,0,0,0,0,0,0,0,109731840,96088064,139370496,49152,821354496,6070345728,0,0,3.266654841,683.3975261,802104,3.266654841,28291072,71184384,896.86342,202.1326016,28291072,379437056,0,4370432,98983936,3756032,246845440,85817,82040,45.64694896,33556544,783,6242304,11.99995656,2770927616,5849088,3.266654841,52994048,11.59995801,1,backdoor
40,83.22916667,0,0,0,1.354166667,80,16.77083333,2189.069191,0.625,0,15.41666667,0,1853.735471,2940.536725,8015488,2.266669281,789209088,2011353088,1.600001845,2019979264,1.354166667,8076140544,2628517888,3259.737093,2019979264,792.1342469,0,6816714752,99.375,0,1248912,841129984,4542.738573,0,122.9334751,3.866671126,562,98.02083333,1032.867858,240.733611,0,13774,0,0,0,0,0,149.2668388,0,0,94.00010841,0,0,0,0,0,0,0,0,243.2669472,0,0,0,0,0,1.266668128,0,0,0,0,0,1.600001845,100000,100000,1000000000,0,0,2.866669973,0,0,1.266668128,0,0,1.600001845,0,0,0,0,0,0,0,0,0,0,0,0,90935296,0,61227008,765952,18862080,2918703104,5361.406183,1492.935055,1750.468686,698.000805,18420,8348.009628,430080,52961280,4667.87205,2219.869227,430080,0,98.66678046,7155712,221184,1294336,18640896,58917,51699,81.19367252,33562140,17,1699840,0.600000692,2369802240,5849088,6855.074573,10567680,0.066666744,0,normal
56,73.85416667,0,0.104166667,0,1.770833333,73.33333333,26.14583333,3239.854809,0,0,24.375,0,3196.188302,4555.916659,7475688,120.1995601,761298944,1985699840,120.3328929,2173825024,1.770833333,7649263616,2501996544,7052.107523,2173825024,26053.23798,0,6593142784,99.89583333,0,1060368,817717248,4394.31725,0,305.6655479,240.532453,526,98.125,51503.4115,25450.17352,0,13003,0,0,0,0,0,2882.122785,0,0,151.8661108,0,0,0,0,0,0,0,0,3033.988896,0,0,0,0,0,2.733323329,0,0,0,0,0,5.733312349,100000,100000,1000000000,0,0,8.466635679,0,0,2.733323329,0,0,5.733312349,0,0,0,0,0,0,0,0,0,0,0,0,90947584,0,61227008,724992,40394752,2801262592,5547.113031,6098.977678,2750.123268,161.5994085,39448,12348.15481,475136,52416512,4577.51658,1667.793896,475136,0,570.9312437,7155712,425984,1323008,39968768,58484,50531,89.9109814,33560929,38,45056,4.733316009,2518642688,5849088,6249.177128,10428416,0,0,normal
53,43.78265413,0,0,0,4.911180773,46.81295716,56.21734587,2983.910832,0.208986416,0,51.3061651,0,3349.484217,3673.724937,11046432,11.30294588,1006526464,3399688192,11.36982722,2622275584,4.911180773,13914210304,3298267136,5139.830717,2622275584,4335.783288,0,10032975872,99.79101358,0,1363512,1065148416,8252.555002,0,254.4166044,22.6727731,657,94.87983281,8637.323332,4301.540044,0,15603,0,0,0,0,0,4750.7151,0,0,259.4327046,0,0,0,0,0,0,0,0,5010.147805,0,0,0,0,0,4.614812224,0,0,0,0,0,8.42704841,100000,100000,1000000000,0,0,13.04186063,0,0,4.614812224,0,0,8.42704841,0,0,0,0,0,0,0,0,0,0,0,0,93532160,0,52883456,749568,65921024,5204623360,9501.764607,3149.375258,3281.599661,308.389843,64376,17305.88025,258048,59547648,8397.55374,4808.032406,258048,0,80.92641727,7155712,62742528,1056768,3178496,62301,61708,61.73870272,33558138,62,4141056,0.40128802,3213266944,5849088,14156.50499,11304960,0,1,password
0,100,0,0,0,0,100,0,66.46782719,0,0,0,0,3.133388042,67.60118032,10204232,0.133335661,136982528,2438959104,0.266671323,813039616,0,11215888384,1141452800,1055.485095,813039616,4410.477007,0,7305322496,100,0,1072136,230486016,118.9354099,0,43.40075778,0.400006984,630,100,4417.677133,7.200125714,0,15529,0,0,0,0,0,39.73402709,0,0,27.20047492,0,0,0,0,0,0,0,0,66.93450201,0,0,0,0,0,0.533342645,0,0,0,0,0,0.533342645,100000,100000,1000000000,0,0,1.066685291,0,0,0.533342645,0,0,0.533342645,0,0,0,0,0,0,0,0,0,0,0,0,95182848,88928256,52883456,1417216,331239424,5206720512,0,0,0,121.0021127,323476,0,11673600,60977152,121.0687805,0.800013968,11673600,22294528,0,7155712,140099584,1662976,79917056,73179,81673,36.81869959,33557686,315,1589248,0,1917046784,5849088,0,27598848,0,1,password
9,85.41666667,0,0,0,1.041666667,80,14.58333333,2511.807204,0.208333333,0,13.54166667,0,2129.749582,3225.256981,7817552,2.399943185,775999488,2058739712,1.799957389,2104750080,1.041666667,8070406144,2748354560,4914.416993,2104750080,1373.567483,0,6788919296,99.79166667,0,1055480,829231104,3679.379563,0,249.8607516,4.199900574,560,98.75,1629.028102,255.4606191,0,13851,0,0,0,0,0,255.5272842,0,0,52.93208025,0,0,0,0,0,0,0,0,308.4593644,0,0,0,0,0,0.733315973,0,0,0,0,0,2.933263893,100000,100000,1000000000,0,0,3.666579866,0,0,0.733315973,0,0,2.933263893,0,0,0,0,0,0,0,0,0,0,0,0,93196288,0,61227008,974848,8757248,2918703104,4012.638341,1223.904359,2029.351958,697.7168161,8552,5557.068446,491520,79364096,3816.24299,1091.440829,491520,540672,110.3973865,7155712,503808,1216512,7712768,59110,58050,84.82136592,33562140,8,57344,0.999976327,2475683840,5849088,4333.164086,11382784,0,0,normal
36,77.08333333,0,0,0,1.666666667,73.33333333,22.91666667,2839.791,0,0,21.25,0,2811.790431,4006.881366,7977312,8.666842661,706551808,2067292160,8.266834539,1902542848,1.666666667,8061313024,2311892992,10520.94698,1902542848,14093.95287,0,6893699072,100,0,1047376,776630272,5752.716819,0,501.47685,16.9336772,560,98.33333333,19620.93177,5526.978901,0,14132,0,0,0,0,0,4794.764032,0,0,122.8024937,0,0,0,0,0,0,0,0,4917.566526,0,0,0,0,0,1.666700512,0,0,0,0,0,6.133457883,100000,100000,1000000000,0,0,7.800158395,0,0,1.666700512,0,0,6.133457883,0,0,0,0,0,0,0,0,0,0,0,0,97992704,0,80883712,1191936,33071104,2550685696,8189.899643,5375.042483,2429.382666,412.1417026,32296,14971.37069,1544192,56786944,5972.321278,3131.330254,1544192,0,432.3421128,7155712,16158720,1601536,16912384,62482,53891,89.025671,33563833,31,24576,2.000040614,2270765056,5849088,9596.328203,18747392,0,0,normal
0,89.6875,0,0,0,9.895833333,86.66666667,10.3125,62.46598079,0,0,0.416666667,0,7.066589076,88.59902718,8566104,10.79988142,944525312,2742259712,10.06655614,1734455296,9.895833333,8416854016,2040127488,3183.96504,1734455296,2762.236337,0,7186853888,100,0,1090264,1018241024,158.131597,0,102.3322097,20.86643755,597,90.10416667,5538.605853,2776.369515,0,14410,0,0,0,0,0,2579.571676,0,0,129.598577,0,0,0,0,0,0,0,0,2709.170253,0,0,0,0,0,2.399973648,0,0,0,0,0,5.13327697,100000,100000,1000000000,0,0,7.533250618,0,0,2.399973648,0,0,5.13327697,0,0,0,0,0,0,0,0,0,0,0,0,95690752,17739776,25575424,1351680,118476800,2641346560,0,0,0,124.5986319,115700,0,1048576,59088896,166.0648433,42.06620478,1048576,49152,0,7155712,76214272,1503232,24473600,62044,58700,84.45430016,33557321,112,53248,0.399995608,2230730752,5849088,0,15773696,0,1,ddos
0,99.27083333,0,0,0,0.104166667,98.553968,0.729166667,71.13298146,0,0,0.625,0,10.59994757,78.13294684,5575760,8.666623796,251985920,1011580928,0.133332674,584744960,0.104166667,4557234176,785637376,2697.186658,584744960,8.133293101,0,3729125376,100,0,791920,602075136,5.066641604,0,149.8659253,8.79995647,483,99.89583333,175.332466,167.1991729,0,12332,0,0,0,0,0,257.3320604,0,0,61.2663636,0,0,0,0,0,0,0,0,318.598424,0,0,0,0,0,0.533330695,0,0,0,0,0,2.066656444,100000,100000,1000000000,0,0,2.599987139,0,0,0.533330695,0,0,2.066656444,0,0,0,0,0,0,0,0,0,0,0,0,91688960,4972544,28532736,1376256,467759104,2146951168,0,0,11.79994163,14.9999258,456796,34.59982885,14942208,51404800,22.99988623,7.866627753,14942208,257105920,0,7155712,71761920,3493888,133918720,66272,52570,42.40114622,33557962,446,27459584,1.866657433,910331904,5849088,34.59982885,44752896,0,0,normal
67,77.71339248,0,0.104173448,0,1.25008138,73.33810764,22.28660752,3801.780744,0,0,21.04303657,0,3763.977621,4958.342959,7932256,2.00016524,742445056,2059137024,1.600132192,1896394752,1.25008138,8028741632,2279100416,3333.47539,1896394752,956.9457231,0,6870044672,99.90233698,0,1063400,797806592,8166.808021,0,169.5473402,3.600297433,556,98.6522556,1195.232075,238.2863523,0,13987,0,0,0,0,0,2668.087086,0,0,163.346828,0,0,0,0,0,0,0,0,2831.433914,0,0,0,0,0,3.00024786,0,0,0,0,0,5.533790498,100000,100000,1000000000,0,0,8.534038359,0,0,3.00024786,0,0,5.533790498,0,0,0,0,0,0,0,0,0,0,0,0,97775616,741376,80883712,712704,16613376,2533908480,8540.172199,5711.67186,3166.061559,928.4100324,16224,15023.37446,466944,56700928,8314.886921,4218.081803,466944,0,621.0513071,7155712,6504448,1191936,9367552,62231,53404,89.0259121,33563833,15,36864,5.000413101,2255835136,5849088,9311.702604,10797056,0,0,normal
0,99.0625,0,0,0,0.729166667,97.524264,0.9375,75.39931537,0.104166667,0,0.208333333,0,15.39986017,82.79924818,5603376,11.59989467,270663680,1011580928,5.666615214,587767808,0.729166667,4557234176,785637376,2813.441121,587767808,29999.99427,0,3758485504,99.89583333,0,800304,623202304,92.46582708,0,75.93264386,17.26650989,508,99.16666667,30223.32557,223.3313055,0,12459,0,0,0,0,0,249.0644052,0,0,88.26586521,0,0,0,0,0,0,0,0,337.3302704,0,0,0,0,0,0.799992736,0,0,0,0,0,1.266655165,100000,100000,1000000000,0,0,2.066647902,0,0,0.799992736,0,0,1.266655165,0,0,0,0,0,0,0,0,0,0,0,0,91688960,3448832,28532736,1765376,449658880,2146951168,22.39979661,0,0,100.0657581,439120,0,15544320,51474432,109.732337,9.866577078,15544320,137166848,0,7155712,43163648,3497984,265879552,66440,53200,42.59154682,33557964,428,22196224,0.399996368,914419712,5849088,0,45232128,0,0,normal
53,42.39583333,0,1.25,0,4.270833333,40,57.60416667,2568.102261,0.3125,0,53.33333333,0,3362.979944,4493.595615,8692768,7.600105337,987045888,2894790656,6.86676184,2208559104,4.270833333,8945983488,2513903616,6572.8911,2208559104,2427.766982,0,7708012544,98.4375,0,1150224,1048760320,3927.787772,0,216.2029966,14.46686718,608,94.16666667,4864.200751,2436.433769,0,14647,0,0,0,0,0,2514.034845,0,0,152.1354419,0,0,0,0,0,0,0,0,2666.170286,0,0,0,0,0,2.533368446,0,0,0,0,0,5.333407254,100000,100000,1000000000,0,0,7.8667757,0,0,2.533368446,0,0,5.333407254,0,0,0,0,0,0,0,0,0,0,0,0,96550912,0,25575424,729088,81829888,3309076480,4818.933457,1027.880913,2773.838445,91.86793996,79912,7794.374697,278528,59084800,4017.389014,1152.082635,278528,0,1019.547464,7155712,62316544,1650688,19513344,61504,59470,81.7955637,33557323,78,4808704,0.400005544,2706677760,5849088,6766.493784,12894208,0,1,ddos
0,94.0625,0,0,0,5.46875,93.33333333,5.9375,313.0714775,0.052083333,0,0.46875,0,20.86698732,230.736879,10216968,9.533479831,2456784896,3677069312,6.266762966,3307372544,10.9375,10631065600,3653066752,7231.977798,3307372544,15990.11238,0,9365094400,199.8958333,0,1494120,2584109056,2363.702989,0,281.2709889,15.8002428,638,188.9583333,25139.78631,9149.673933,0,16608,0,0,0,0,0,4805.00717,0,0,497.2076404,0,0,0,0,0,0,0,0,5302.214811,0,0,0,0,0,7.200110642,0,0,0,0,0,13.46687361,100000,100000,1000000000,0,0,20.66698425,0,0,7.200110642,0,0,13.46687361,0,0,0,0,0,0,0,0,0,0,0,0,99913728,104824832,139370496,28672,200364032,6070345728,0,0,3.200049174,2318.568962,195668,6.600101422,4083712,70561792,2522.305426,198.8697226,4083712,1040384,0,4370432,60563456,2158592,33935360,63754,65741,62.1819708,33556544,191,1757184,5.400082981,3774660608,5849088,6.600101422,24649728,7.733452171,1,backdoor
2,88.22916667,0,0.104166667,0,10.3125,86.66666667,11.77083333,110.334856,0,0,1.458333333,0,62.80086665,148.5353831,8845600,10.66681387,958136320,2902970368,9.933470415,2170470400,10.3125,9015451648,2493935616,3770.185362,2170470400,2755.771363,0,7772180480,99.89583333,0,1163992,1031192576,418.8057795,0,122.7350271,20.60028428,614,89.58333333,5525.80959,2770.038227,0,14856,0,0,0,0,0,2558.368639,0,0,139.6019265,0,0,0,0,0,0,0,0,2697.970565,0,0,0,0,0,2.60003588,0,0,0,0,0,4.800066241,100000,100000,1000000000,0,0,7.400102121,0,0,2.60003588,0,0,4.800066241,0,0,0,0,0,0,0,0,0,0,0,0,96600064,0,25575424,1142784,103370752,3225190400,396.1388,0,53.93407762,330.4045596,100948,88.20121718,1609728,59052032,443.8061245,63.33420735,1609728,0,0,7155712,58834944,1454080,44535808,61765,59773,82.96951994,33557321,98,110592,0.40000552,2675924992,5849088,88.20121718,15212544,0,1,ddos
78,55.52083333,0,0.833333333,0,7.395833333,53.33333333,44.47916667,1975.389412,0.208333333,0,37.08333333,0,2711.585466,3476.981363,8699368,9.199950688,996507648,2918989824,9.866613782,2303574016,7.395833333,9072848896,2647056384,6239.433223,2303574016,24472.33549,0,7817711616,98.95833333,0,1160208,1052045312,3195.516205,0,268.1985625,19.06656447,600,91.5625,27116.85465,2644.519159,0,14640,0,0,0,0,0,5965.634691,0,0,147.199211,0,0,0,0,0,0,0,0,6112.833902,0,0,0,0,0,2.799984992,0,0,0,0,0,57.8663565,100000,100000,1000000000,0,0,60.6663415,0,0,2.799984992,0,0,57.8663565,0,0,0,0,0,0,0,0,0,0,0,0,96268288,0,25575424,712704,82497536,3527180288,6410.032309,1702.857539,2483.720021,243.1320301,80564,9647.948287,131072,59138048,3287.449046,560.7969941,131072,0,362.064726,7155712,62894080,1363968,19603456,61048,59400,79.41026189,33557321,78,1744896,0.466664165,2800943104,5849088,7945.090748,9392128,0,1,ddos
0,99.27083333,0,0,0,0.416666667,93.33333333,0.729166667,78.1373324,0.104166667,0,0.3125,0,16.40083939,82.80423792,6403032,1.466741735,163004416,1154473984,0.933381104,627847168,0.416666667,5361000448,885444608,5237.468054,627847168,1216.462259,0,4543094784,99.89583333,0,935456,509702144,9.667161432,0,271.2805508,2.400122838,532,99.47916667,1360.869649,144.4073908,0,14160,0,0,0,0,0,1015.518641,0,0,108.8055687,0,0,0,0,0,0,0,0,1124.32421,0,0,0,0,0,2.133442523,0,0,0,0,0,15.86747876,100000,100000,1000000000,0,0,18.00092129,0,0,2.133442523,0,0,15.86747876,0,0,0,0,0,0,0,0,0,0,0,0,102944768,12861440,135745536,1236992,536563712,2146951168,0,0,0,6.533667726,523988,0,17584128,60887040,9.667161432,3.666854336,17584128,468201472,0,7155712,28819456,3506176,26681344,90779,75223,45.32373826,33557896,511,30945280,0,973078528,5832704,0,32980992,0,0,normal
0,99.89583333,0,0,0,0.104166667,100,0.104166667,65.59072766,0,0,0,0,2.333003524,67.39047323,5295688,10.13190102,195325952,1006579712,0.999858653,581799936,0.104166667,4664967168,807247872,2692.819325,581799936,132.3146285,0,3871318016,100,0,762472,414932992,157.91101,0,82.52166752,11.13175967,455,99.89583333,443.8705848,311.5559564,0,11678,0,0,0,0,0,215.9694691,0,0,83.38821169,0,0,0,0,0,0,0,0,299.3576808,0,0,0,0,0,0.799886923,0,0,0,0,0,1.333144871,100000,100000,1000000000,0,0,2.133031794,0,0,0.799886923,0,0,1.333144871,0,0,0,0,0,0,0,0,0,0,0,0,105259008,9097216,80883712,905216,512548864,2146951168,0,0,0,160.8439287,500536,0,15888384,55648256,165.5099357,4.599349805,15888384,326787072,0,7155712,80838656,3801088,95825920,88435,62719,43.00668882,33557962,488,30756864,0.266628974,923332608,5849088,0,47124480,0,0,normal
69,47.08333333,0,1.354166667,0,3.333333333,46.66666667,52.91666667,3054.001132,0.208333333,0,49.58333333,0,3655.281147,4497.233172,6173808,1.733371814,946790400,2008793088,1.066690347,2191331328,3.333333333,6922723328,2576805888,3245.405381,2191331328,166.9370393,0,5851271168,98.4375,0,1101480,1016696832,4446.698717,0,104.6023222,2.800062161,539,95.10416667,313.7402984,146.803259,0,13398,0,0,0,0,0,4445.965367,0,0,197.2043779,0,0,0,0,0,0,0,0,4643.169745,0,0,0,0,0,3.666748068,0,0,0,0,0,8.466854631,100000,100000,1000000000,0,0,12.1336027,0,0,3.666748068,0,0,8.466854631,0,0,0,0,0,0,0,0,0,0,0,0,97538048,0,58441728,765952,102207488,3228549120,5691.326347,1728.771712,3176.937195,101.2022467,99812,8529.522689,299008,59850752,4525.167125,1247.561029,299008,0,621.2137909,7155712,54497280,1257472,47710208,60743,57766,78.65430971,33558954,97,4911104,0.40000888,2539393024,5857280,6800.750977,10964992,0,1,injection
